relpath,topic_dir,sha256,is_duplicate,pages,chars,extract_status,modality,is_nanocluster,mechanisms,is_cu,is_cyclodextrin
2 阿尔兹海默症的治疗/作用机制/神经保护/1-s2.0-S0142961226004321-main.pdf,2 阿尔兹海默症的治疗,1f1cf2332f7451903107f29ba96a1de0de7fda4c5cacc52b84a223ef0a7c7ec9,0,,60281,cached,nanomaterial,0,amyloid;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/神经保护/1-s2.0-S0896627323009315-main.pdf,2 阿尔兹海默症的治疗,f6f24d9789ba2665905f4c8c91e7a70df4a8a2f1b829822910931bf527f2c869,0,,92826,cached,biologic,0,amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/神经保护/sciadv.adr0656.pdf,2 阿尔兹海默症的治疗,40f59d4b930f178fc7ca4e8df2363318e73508e593506a1db54dae0293e8c723,1,,109382,duplicate,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/神经炎症调控/Alzheimer s   Dementia - 2020 - Smith - Synbiotic‐derived metabolites reduce neuroinflammatory symptoms of Alzheimer s.pdf,2 阿尔兹海默症的治疗,201a62f0737e4921e2fbbd9f749c1fd42d33fa1221c2e1a3cac25cf891bd2131,0,,3612,cached,small_molecule,0,gut_microbiome;amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/神经炎症调控/Alzheimer s   Dementia - 2025 - Povala - Amyloid beta and tau are associated with the dual effect of neuroinflammation on.pdf,2 阿尔兹海默症的治疗,70dbfcbeb28712aae4a073fb23eae8d051cc8eae6d39abc5c819d81bdd941225,0,,50890,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/神经炎症调控/s41577-024-01104-7.pdf,2 阿尔兹海默症的治疗,b17879a4cf59eb489b3986f133c716af986e8a0bbcff99c2c90f97afda43fa59,0,,259440,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/神经炎症调控/天然产物通过调控神经炎症改善阿尔茨海默病的研究进展.pdf,2 阿尔兹海默症的治疗,e9719eb4c8e733160c8b350aaf8a979de8f268dc8025b110036cb642311c4325,0,,50005,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/神经炎症调控/阿尔茨海默病中神经炎症生物标志物及相关药物治疗研究进展.pdf,2 阿尔兹海默症的治疗,96a58982a68f5f25f4b3b127719aa61c4d5876c401f5e24e80e0f1542c00654c,0,,35069,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/突触功能调控/1-s2.0-S0006322318317827-main.pdf,2 阿尔兹海默症的治疗,fe15659a3391b10dbae150caed59dde379be9fb52505f15042a88fe3428511dd,0,,64841,cached,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/作用机制/突触功能调控/2018120.pdf,2 阿尔兹海默症的治疗,2562ecd172404dc17ca65237e11d71ae89a09e3a3d57fec659d63720397c2d42,0,,19333,cached,biologic,0,amyloid;tau;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/突触功能调控/KIBRA-repairs-synaptic-plasticity-and-promotes-resilience-to-tauopathy-related-memory-loss.pdf,2 阿尔兹海默症的治疗,007f370ec4af9969c8d13619f827de443455ca02f6c77f6295e6b179cce0059b,0,,126805,cached,biologic,0,tau,0,0
2 阿尔兹海默症的治疗/作用机制/突触功能调控/peng2022.pdf,2 阿尔兹海默症的治疗,2472c8c18977d1914e10dda95c6e6266ae6961a29a21101e9ae0dcc7a8c91961,0,,71645,cached,biologic,0,amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/1-s2.0-S2666379126001989-main.pdf,2 阿尔兹海默症的治疗,dae522b290495e6f7cb5e6450795cdbd46becef73ea19119fcd6d8f1142176d1,0,,107839,cached,nanomaterial,0,gut_microbiome;amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/10.1515_tnsci-2020-0203.pdf,2 阿尔兹海默症的治疗,9fe45f219eb3b4ce4524d2ffa887aeaa2a7c7854d46fdeba5b8b14da6d13105a,0,,34986,cached,unknown,0,gut_microbiome;amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/Alzheimer s   Dementia - 2018 - Hoffman - P1‐190  PREBIOTICS FOR THE GUT MICROBIOTA AS AN INTERVENTION FOR ALZHEIMER S.pdf,2 阿尔兹海默症的治疗,08aaf69bb516fd11f2e448698d8b78f7c857fec27f874b1a356c89c64f458edc,0,,6797,cached,biologic,0,gut_microbiome;amyloid;neuroinflammation,1,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/Bacteroides Fragilis in the gut microbiomes.pdf,2 阿尔兹海默症的治疗,3c1b85f92f121905f73d189b22f3a8bc0d273430ec5f5de0e08f7490431335d0,1,,100558,duplicate,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/Gut microbiome-targeted therapies for Alzheimer s disease.pdf,2 阿尔兹海默症的治疗,1cae64f6df0faa0dd99a1edcecfd60916ccda80456eda2c686d103e99f8ca20c,0,,150850,cached,biologic,0,gut_microbiome;amyloid,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/Investigating gut alterations in Alzheimer’s disease In-depth analysis with micro- and nano-3D X-ray phase contrast tomography.pdf,2 阿尔兹海默症的治疗,611924ef01e4eeaf81af42a2f9474528eff9f5ceacadd985e6fcbeef62c243ad,1,,73799,duplicate,nanomaterial,0,gut_microbiome;amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/s12974-026-03796-1.pdf,2 阿尔兹海默症的治疗,3f8ae7ecf0726010c415f21144caac6286fd2312bc431178c78edad8ba4990aa,1,,98755,duplicate,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/肠道菌群调控/s40035-024-00404-1.pdf,2 阿尔兹海默症的治疗,6a74cded126c465c7c50a2cbd2fef08600fd35558ec016aeae766f164626e444,0,,98830,cached,unknown,0,gut_microbiome,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/1-s2.0-S0021925825024342-main.pdf,2 阿尔兹海默症的治疗,53b4efb8a35dd5a050bb3673edb0f3766b981e4be7f06c78f72cef436d03f089,0,,55792,cached,biologic,0,amyloid;tau;antioxidant,1,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/1-s2.0-S0889159124005518-main.pdf,2 阿尔兹海默症的治疗,97c46d3a5993104783ac6712bd9cdce8d53affd9d7f4ff767991acb01f04f69f,0,,110502,cached,nanomaterial,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/1-s2.0-S266635462500225X-main.pdf,2 阿尔兹海默症的治疗,c072680587f5978677f53bc711731c4675d6bdb4f52382241febd1bea0a2dc04,0,,78671,cached,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/Advanced Materials - 2024 - Li - Co‐Assembled Nanoparticles toward Multi‐Target Combinational Therapy of Alzheimer s.pdf,2 阿尔兹海默症的治疗,9c2eccfe592fa910258956d189c180054f0e1cacdec81c34b998714cc21913bf,1,,71947,duplicate,nanomaterial,0,amyloid;antioxidant,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/s40035-025-00499-0.pdf,2 阿尔兹海默症的治疗,fe9da7a049caf842d74eb295d40e70dcd7768687a1ff15d970fb28912feae509,0,,106084,cached,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/s41467-024-49409-4.pdf,2 阿尔兹海默症的治疗,7f92d3e817d83875b54f5efd3e8c140607b5d5856d5fd8edff5d8673fb8acc27,1,,70152,duplicate,nanomaterial,1,amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/sciadv.adl2991.pdf,2 阿尔兹海默症的治疗,d88bdfa29399485378fdc19d75264375b682b01cda62714a3de1dee69bcd2cbf,1,,75215,duplicate,nanomaterial,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/作用机制/靶向AβTau病理蛋白/shapeshifter-w-tau-peptide-inhibits-tau-aggregation-and-disintegrates-paired-helical-filaments.pdf,2 阿尔兹海默症的治疗,e2f6e89cd4d13a43a042f44708e49b9dfee81066d29888038b15fd8d2988ed1e,0,,51833,cached,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/作用靶标/中枢干预与神经修复/1-s2.0-S0142961222003301-main.pdf,2 阿尔兹海默症的治疗,72d383ea8f8fe48f79394829269de43ae79ce4ed2d4646dcbf85ca5fc408ce1c,0,,69803,cached,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/中枢干预与神经修复/Advanced Materials - 2024 - Liu - A Peptide‐Drug Conjugate‐Based Nanoplatform for Immunometabolic Activation and In Situ.pdf,2 阿尔兹海默症的治疗,a58712bd8f6b98fec961b1fef5b2688d00c572b538272a6604f5a6f07d4a91fd,1,,115936,duplicate,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/中枢干预与神经修复/DeepDrugDiscovery identifies blood–brain barrier permeable autophagy enhancers for Alzheimer’s disease(科研通-ablesci.com).pdf,2 阿尔兹海默症的治疗,05c28d22e62fe614f817855dd80bc909ae3189154529a1cfd2d7a9cc7bb738b0,0,,111859,cached,biologic,0,amyloid;autophagy,0,0
2 阿尔兹海默症的治疗/作用靶标/中枢干预与神经修复/menthol-modified-quercetin-liposomes-with-brain-targeting-function-for-the-treatment-of-senescent-alzheimer-s-disease.pdf,2 阿尔兹海默症的治疗,27f2a3c7bd033f2141cebb076d709c95807c601d660de0aa438b602ef19dfa73,0,,57351,cached,nanomaterial,0,neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/中枢干预与神经修复/s41392-025-02426-1.pdf,2 阿尔兹海默症的治疗,8418f4b17e345b77c5a29ac73f4001e34749cd04829c4b4e0fdbe93739fd093f,0,,70769,cached,biologic,0,amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/信号通路调控/acm_8106726.pdf,2 阿尔兹海默症的治疗,027ee24f8181ccdde8a6f8edaa00a2319ec38e9e35fc837d23b0717bc71cb8a9,0,,17467,cached,biologic,0,amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/信号通路调控/Elucidating pathway-selective biased CCKBR agonism for Alzheimer’s disease treatment(科研通-ablesci.com).pdf,2 阿尔兹海默症的治疗,6d3da528364f2d5062229c2b0263db3e90fb31e23402d1eb5a805b52021cb0ec,0,,161461,cached,biologic,0,amyloid,0,0
2 阿尔兹海默症的治疗/作用靶标/信号通路调控/tcm20231200000_50192830.pdf,2 阿尔兹海默症的治疗,77c41d39e30548bd55a8f3d707515ade6ae819c025a8360424b904236f24dd24,0,,17358,cached,biologic,0,amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/信号通路调控/中医药干预NLRP3信号通路防治阿尔茨海默病的研究进展.pdf,2 阿尔兹海默症的治疗,ebad764c03f52e549c801f6874c84cb14ed54f383261c516bac0ea772882d87c,0,,25451,cached,biologic,0,amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/外周系统调控/Peripheral cancer attenuates amyloid pathology in Alzheimer’s disease via cystatin-c activation of TREM2(科研通-ablesci.com).pdf,2 阿尔兹海默症的治疗,084b4fcbb87a2d4dff952bc14ad07d9b079533f47668eace12e90c0db4096119,0,,160773,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/外周系统调控/s13024-025-00812-5.pdf,2 阿尔兹海默症的治疗,294417d54026be28494778a4f4aa0735234ec7e71ac54e94fbb0e078a8b9f287,0,,87463,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/外周系统调控/s41467-025-58494-y.pdf,2 阿尔兹海默症的治疗,7c42e44ecc66d32d7277f112861d65592c9098976d3bccfab2bec9c06405c2a2,1,,108229,duplicate,biologic,0,amyloid,0,0
2 阿尔兹海默症的治疗/作用靶标/外周系统调控/sciadv.adl1123.pdf,2 阿尔兹海默症的治疗,7cc828ba70b925067b5c4f639bf19327ff2e9190d6246781c622063906a52473,0,,89553,cached,biologic,0,amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/肠道靶向调控/1-s2.0-S0304389425022034-main.pdf,2 阿尔兹海默症的治疗,4b844cd240481affabb0413fabc40dbb5b948c7f11fbe0c2c429164f46071740,1,,75914,duplicate,unknown,0,gut_microbiome,0,0
2 阿尔兹海默症的治疗/作用靶标/肠道靶向调控/1-s2.0-S156816372500234X-main.pdf,2 阿尔兹海默症的治疗,be43f06dadd63544536dec935d6d7bbc49ee75296af7bce583db102e85a33e3b,0,,98014,cached,biologic,0,gut_microbiome;amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/肠道靶向调控/Alzheimer s   Dementia - 2025 - Zhao - Gut‐derived bacterial vesicles carrying lipopolysaccharide promote.pdf,2 阿尔兹海默症的治疗,698e916bed0e013cd70af0cd1e8f7f41ec29e2c71c4a57ca8f78ce86b170bf91,0,,84866,cached,nanomaterial,0,gut_microbiome;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/肠道靶向调控/s41467-026-68937-9.pdf,2 阿尔兹海默症的治疗,8460ad442575729d74bc55ff955d6e76eefc10b330a11ba5ebf622ee2e2e959a,0,,143066,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/作用靶标/表观遗传调控/1-s2.0-S0197458014004874-main.pdf,2 阿尔兹海默症的治疗,40586219f0c04e04efcdbcd80884d993bb00a6c631cb38e97407087ee855433e,0,,59824,cached,unknown,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/作用靶标/表观遗传调控/_b_综述与专论：__b_表观遗传修饰调控阿尔茨海默病的研究进展.pdf,2 阿尔兹海默症的治疗,386a28fb8d53285b45af044d52ade38a5ffa4172c94328e83f462a7b0823fc9d,0,,59225,cached,biologic,0,amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/作用靶标/表观遗传调控/fuso2005.pdf,2 阿尔兹海默症的治疗,bdb8eaeac2a230fb4b73f10d8888c1189773a89ae017c83a2c873cc266da9dcc,0,,40039,cached,biologic,0,amyloid,0,0
2 阿尔兹海默症的治疗/作用靶标/表观遗传调控/sciadv.abc8096.pdf,2 阿尔兹海默症的治疗,1e74c1b8f7ff0ae8c79540e0b3c61a533345b9278d75ec376e27411178ca81d6,0,,90173,cached,biologic,0,tau,0,0
2 阿尔兹海默症的治疗/手性Au重塑肠道菌群治疗AD Nat Agin g.pdf,2 阿尔兹海默症的治疗,997cbe41463ac3b7eddeee0d217288898056a78b261e0ace08bd9a210e3d5f6d,0,,94410,cached,nanomaterial,0,gut_microbiome;amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Advanced Science - 2024 - Lin - Hybrid Membrane‐Coated Nanoparticles for Precise Targeting and Synergistic Therapy in.pdf,2 阿尔兹海默症的治疗,bce01be1602d87d7cb8c79813099075c9f7e07678a6e81ca5959ea61b4d63c26,0,,67224,cached,nanomaterial,0,amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Advanced Science - 2026 - Jiang - A NeuroD1 AAV‐Based Gene Therapy for Functional Brain Repair in Alzheimer s Disease‐Like.pdf,2 阿尔兹海默症的治疗,e50f8a4fdb48b3b2726e3aa160b0e9da66ec5165f3a30364499a73e3ff21c773,0,,134214,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Alzheimer s   Dementia - 2020 - Chang - Apolipoprotein E genotype‐dependent nutrigenetic effects to prebiotic inulin for.pdf,2 阿尔兹海默症的治疗,1e607175073510220e4645ee6fc92648002ebbfc1fcb5413dd967a44827cde5c,0,,3097,cached,biologic,0,gut_microbiome;amyloid,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Alzheimer s   Dementia - 2022 - Aschettino - Nutritional treatments for Alzheimer s disease  A narrative review.pdf,2 阿尔兹海默症的治疗,d129f37207f15ccf9fa9ac7ae05f91c365bd67004cc36ca3b7c2f56c8100e776,0,,3021,cached,small_molecule,0,antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Alzheimer s   Dementia - 2023 - Krastev - Donepezil‐indolyl hybrids as multipotent cholinesterase monoamine oxidase.pdf,2 阿尔兹海默症的治疗,7f29e3b9d6be75796350cbe6fe56d8d9ef81a2ff378fb5037266f09c58c597a2,0,,2582,cached,biologic,0,amyloid;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Alzheimer s   Dementia - 2025 - Malhotra - Reevaluating Melatonin s Efficacy in Alzheimer s Disease  A 20th‐Anniversary.pdf,2 阿尔兹海默症的治疗,bd3c56e390423ee7378dc467a0ce1f7503eff4e9084dc434fa831609beadbe3f,0,,3763,cached,unknown,0,amyloid;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/s41467-024-44737-x.pdf,2 阿尔兹海默症的治疗,c321fa87b61b80bd4ac8026f4b4151db8ddcb72c6f27b4b0b37ef51877b540f8,1,,78602,duplicate,nanomaterial,0,amyloid;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/Targeting amyloid-β pathology by chimeric antigen receptor astrocyte (CAR-A) therapy.pdf,2 阿尔兹海默症的治疗,08582ecbeefaf569aa75d0f850fc95e005524025b2c2efd18b2c3026396fabb6,0,,130124,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/其他类型/zhang-et-al-2023-hydrodynamic-control-of-alzheimer-aβ-fibrillation-with-glucosaminic-acid-containing-click-cyclized-β.pdf,2 阿尔兹海默症的治疗,fc0cd339c57432c2877efa121caf592b7dd5b7eba4e7a22553f803851b49a5b4,1,,42388,duplicate,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/Alzheimer s   Dementia - 2026 - Mohammed - Repurposing Anti‐diabetic GLP‐1 Receptor Agonists for the Treatment of Alzheimer.pdf,2 阿尔兹海默症的治疗,32a865a674567183bf12fed1accd05a3fc0bdcb2544baf6264c6443281ddbd12,0,,3040,cached,biologic,0,amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/Small - 2024 - Feng - Intranasal Delivery of Pure Nanodrug Loaded Liposomes for Alzheimer s Disease Treatment by.pdf,2 阿尔兹海默症的治疗,3f9800a6c4f81b06f1786f20607639bb791c7e3649190b7e79ccb8ddffbee9d7,0,,51530,cached,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/tcm2024136_192271934.pdf,2 阿尔兹海默症的治疗,54c9abf59b91e692902da72301e025f8aa6d8cce522e92bd5abc86b42b3d54a8,0,,8101,cached,small_molecule,0,antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/zr20190629.pdf,2 阿尔兹海默症的治疗,8f905657ae78cf557eb9e279b46fdd7c75f48133fcbe2bb791a3922f74496953,0,,13552,cached,biologic,0,amyloid;tau;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/中药抗阿尔茨海默病的作用及其机制研究进展.pdf,2 阿尔兹海默症的治疗,2a48fd8cf56fefe502fa6d8302ddb7e130f749d52e0f2da794d14d1dbecaecbf,0,,39160,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/中药治疗阿尔茨海默病的研究进展_NormalPdf.pdf,2 阿尔兹海默症的治疗,ee27161e13081bb4111c1196425efe026e8e74cbb56c2cf624695b423335ae28,0,,36946,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/小分子药物治疗/阿尔茨海默病中医药治疗进展.pdf,2 阿尔兹海默症的治疗,292ac7dc6527a7148129d20469632bd076f9bd8a906382a7d994c6080a2b4c21,0,,17131,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;autophagy,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/1-s2.0-S0022356526011316-main.pdf,2 阿尔兹海默症的治疗,43a74593385967a4e0a0a3d1ab119e8f7dc4d329383c1dd4e9e217bc1b274047,0,,81136,cached,biologic,0,other,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/1-s2.0-S0889159125002089-main.pdf,2 阿尔兹海默症的治疗,6eeb7a1867d739d466bf0ce5153727314c09c98fd2ecfadfb08ba265f06914e1,0,,56365,cached,biologic,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/1-s2.0-S0924224421002387-main.pdf,2 阿尔兹海默症的治疗,7a7349c8d1458d79682d1565d72f9acd8b1f001597ccddd7d1cc01005f784f1f,0,,89305,cached,biologic,0,amyloid;tau;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/1-s2.0-S094471132400480X-main.pdf,2 阿尔兹海默症的治疗,e3c2b12a18b2e78fcf284d435193ee9baaa08a916c4873b246807ba6622de1b4,0,,90396,cached,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/1-s2.0-S1568163724004380-main.pdf,2 阿尔兹海默症的治疗,dbb6911834241d4e5d83432bcf89374b05ecc02354fa2b55be8066a699cf3231,0,,35590,cached,biologic,0,amyloid,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/1-s2.0-S2666379126001989-main.pdf,2 阿尔兹海默症的治疗,dae522b290495e6f7cb5e6450795cdbd46becef73ea19119fcd6d8f1142176d1,1,,107839,duplicate,nanomaterial,0,gut_microbiome;amyloid;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/Alzheimer s   Dementia - 2020 - Eriksdotter - Long‐term treatment with cholinesterase inhibitors in Alzheimer s disease is.pdf,2 阿尔兹海默症的治疗,551d4a6b5c4b4e2f42c9f27cd21feb51e8380f15c133a2ec726e1ad636c1bb04,0,,2781,cached,small_molecule,0,other,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/Alzheimer s   Dementia - 2022 - Ohno - Anti‐inflammation as one of the mechanisms in the improvement of cognitive function.pdf,2 阿尔兹海默症的治疗,916cd42bb35610d7b84f9ec93277b531845d8f5ede06fc2d539ad9c55d2bc7ba,0,,3473,cached,unknown,0,gut_microbiome,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/Cholinesterase Inhibitors for Treatment of Psychotic Symptoms in Alzheimer Disease and Parkinson Disease A Meta-analysis.pdf,2 阿尔兹海默症的治疗,de1616b1a9426437a0b85cd518cd74fa60e707a36e1c20e58c78f71476eaff78,0,,60648,cached,small_molecule,0,other,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/natural-l-hexapeptides-with-therapeutic-potential-for-alzheimer-s-disease-and-tauopathies.pdf,2 阿尔兹海默症的治疗,dc8ed050d33f1f9159ffc2bb8b53160e8365bd0a8801a68d70e90f881fef1340,0,,58132,cached,biologic,0,amyloid;tau,0,0
2 阿尔兹海默症的治疗/治疗剂 √/生物制剂/益生菌改善认知障碍的作用机制研究进展_王萌.pdf,2 阿尔兹海默症的治疗,478201c0918536588048d5f98c197b0c1d87741a0a6f6c27d707f9d54952d59c,0,,33706,cached,biologic,0,gut_microbiome;amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/1-s2.0-S0142961225008907-main.pdf,2 阿尔兹海默症的治疗,576478b1b335f1245f7b5f96cd400691fc2fac984ad933cec3989a93742523d5,0,,83306,cached,nanomaterial,0,amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/1-s2.0-S1748013223000373-main.pdf,2 阿尔兹海默症的治疗,62c10769c21e3422203249a297c04c7ff9524829bd471b2a004fa61d8c08015b,1,,71917,duplicate,nanomaterial,0,amyloid;tau;neuroinflammation,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/1-s2.0-S221138352600393X-main.pdf,2 阿尔兹海默症的治疗,fd0d906edc7c0192b692cea2fb975103db2d0aeb1b3c8b27c60d41f73d532193,0,,71894,cached,nanomaterial,0,amyloid;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/Advanced Science - 2026 - Wen - EphB1‐Mediated Transient Blood‐Brain Barrier Opening Facilitates a Ferritin‐Based.pdf,2 阿尔兹海默症的治疗,e918a5b50386514f6b582e4c812fd275ba6bf477a98b036614fe1d5ff0528266,0,,98499,cached,nanomaterial,0,amyloid;tau;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/Angew Chem Int Ed - 2024 - Ma - A Self‐Reinforced  Microglia Energy Modulator  for Synergistic Amyloid‐  Clearance in.pdf,2 阿尔兹海默症的治疗,78ba8ad89cd79c72c9079a09d36d3e462942f4beb247a07a526c777957eb0eb4,1,,39308,duplicate,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/chiral-spindle-like-nanorods-reprogram-neuroinflammation-by-catalyzing-α-ketoglutarate-biosynthesis.pdf,2 阿尔兹海默症的治疗,e98a1268843a9fa206b371436c53f69e4e8566ff5ff4e44fc58e888d2bd30b00,1,,72060,duplicate,nanomaterial,0,gut_microbiome;amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/d3qm00493g.pdf,2 阿尔兹海默症的治疗,857f207b26f4afdb2c2de3b90d7a70f58c4109ef8886e407bfbf725ba6add317,1,,82444,duplicate,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/in-situ-self-assembled-phytopolyphenol-coordinated-intelligent-nanotherapeutics-for-multipronged-management-of.pdf,2 阿尔兹海默症的治疗,18bc2f0c5b1b112d0a4c39bb730d57e949fc68710780abd407bbb0a6b87d5339,1,,79283,duplicate,nanomaterial,0,amyloid;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/mannose-integrated-nanoparticle-hitchhike-glucose-transporter-1-recycling-to-overcome-various-barriers-of-oral-delivery.pdf,2 阿尔兹海默症的治疗,19741bd6ba1ad02f8ee250d81fd219f3b912e9b0d527a380bcba4162b862d453,1,,79074,duplicate,nanomaterial,0,amyloid;neuroinflammation;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/PIIS3050562325001497.pdf,2 阿尔兹海默症的治疗,755d0be854b68292a96504ae5cbc8c643553632d304f152245c04e19d9949c82,1,,72156,duplicate,nanomaterial,1,amyloid;tau;neuroinflammation;antioxidant,0,0
